Company,TypeName,Inches,Ram,OpSys,Weight,Res_Width,Res_Height,Touchscreen,PanelType,SSD(GB),HDD(GB),ClockSpeed(GHz),CPU,GPU,Price
Lenovo,Notebook,15.6,6,Windows 10,2.4,1920,1080,False,Unknown,0,1000,2.5,Intel Core i5,Intel HD Graphics,564.0
Lenovo,2 in 1 Convertible,15.6,8,Windows 10,2.0,1920,1080,True,IPS Panel,256,0,2.8,Intel Core i7,Intel HD Graphics,1299.0
Acer,Notebook,14.0,4,Windows 10,1.6,1366,768,False,Unknown,128,0,1.6,Intel Other,Intel HD Graphics,349.0
Lenovo,Notebook,15.6,32,Windows 10,2.5,3840,2160,False,IPS Panel,1000,0,3.1,Intel Other,Nvidia Quadro,4899.0
Dell,Gaming,15.6,16,Windows 10,2.59,1920,1080,False,Unknown,0,1000,2.6,Intel Core i7,Nvidia GTX,879.01
Dell,Notebook,15.6,4,Linux,2.18,1366,768,False,Unknown,0,1000,2.0,Intel Core i3,Intel HD Graphics,443.9
Dell,Notebook,15.6,4,Linux,2.25,1366,768,False,Unknown,0,1000,2.0,Intel Core i3,Intel HD Graphics,359.0
Dell,Notebook,15.6,4,Linux,1.93,1366,768,False,Unknown,0,500,2.6,Intel Core i5,Intel HD Graphics,869.0
Asus,Gaming,17.3,8,Windows 10,3.0,1920,1080,False,Unknown,128,1000,2.8,Intel Core i7,Nvidia GTX,1168.0
Dell,Notebook,15.6,4,Linux,2.18,1920,1080,False,Unknown,128,0,2.5,Intel Core i5,AMD,569.0
HP,Ultrabook,15.6,8,Windows 10,1.84,1920,1080,False,Unknown,512,0,2.7,Intel Core i7,Intel HD Graphics,1389.0
MSI,Gaming,15.6,16,Windows 10,2.94,1920,1080,False,Unknown,256,1000,2.8,Intel Core i7,Nvidia GTX,2267.86
Acer,2 in 1 Convertible,11.6,4,Chrome OS,1.25,1366,768,True,IPS Panel,32,0,1.6,Intel Other,Intel HD Graphics,379.0
HP,Notebook,14.0,8,Windows 10,2.31,1366,768,False,Unknown,256,0,2.6,Intel Core i5,Intel HD Graphics,1124.0
Lenovo,Notebook,14.0,8,Windows 7,1.65,1920,1080,False,Unknown,256,0,2.3,Intel Core i5,Intel HD Graphics,1465.0
Dell,Notebook,15.6,4,Windows 10,2.2,1920,1080,False,Unknown,0,1000,1.6,Intel Core i5,AMD,776.0
Fujitsu,Notebook,15.6,8,Windows 10,2.2,1366,768,False,Unknown,256,0,2.5,Intel Core i5,Intel HD Graphics,799.0
HP,Notebook,15.6,4,Windows 7,1.88,1366,768,False,Unknown,0,500,2.3,Intel Core i5,Intel HD Graphics,932.0
Lenovo,Notebook,15.6,8,Windows 10,2.2,1920,1080,False,Unknown,0,1000,2.7,Intel Core i7,Nvidia GeForce,899.0
Mediacom,Notebook,14.0,2,Windows 10,1.4,1920,1080,False,Unknown,32,0,1.44,Intel Other,Intel HD Graphics,239.0
Lenovo,Notebook,15.6,4,No OS,2.2,1920,1080,False,Unknown,128,0,2.5,Intel Core i5,Intel HD Graphics,468.0
Asus,2 in 1 Convertible,13.3,6,Windows 10,1.5,1920,1080,True,Unknown,0,1000,2.5,Intel Core i5,Intel HD Graphics,639.01
Dell,Notebook,15.6,8,Windows 10,2.0,1920,1080,False,Unknown,256,0,2.8,Intel Core i7,Nvidia GTX,1820.0
Asus,Ultrabook,14.0,16,Windows 10,1.1,1920,1080,False,Unknown,512,0,2.7,Intel Core i7,Intel HD Graphics,1900.0
Dell,Gaming,15.6,16,Windows 10,2.62,1920,1080,False,Unknown,256,1000,2.8,Intel Core i7,Nvidia GTX,1479.0
Lenovo,Notebook,15.6,4,Windows 10,1.8,1920,1080,False,Unknown,256,0,1.6,Intel Core i5,Intel HD Graphics,829.0
Lenovo,Notebook,15.6,4,Windows 10,2.2,1920,1080,False,Unknown,0,1000,2.0,Intel Core i3,Nvidia GeForce,579.0
Asus,Notebook,15.6,8,Windows 10,2.0,1366,768,False,Unknown,0,1000,1.1,Intel Other,Intel HD Graphics,399.0
Asus,Notebook,15.6,8,Windows 10,1.99,1920,1080,False,Unknown,0,1000,2.5,Intel Core i5,Nvidia GTX,906.62
Dell,Ultrabook,13.3,8,Windows 10,1.23,3200,1800,True,Unknown,256,0,1.6,Intel Core i5,Intel HD Graphics,1869.0
Lenovo,Notebook,14.0,2,Windows 10,1.42,1366,768,False,Unknown,32,0,1.6,Intel Other,Intel HD Graphics,249.0
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,1920,1080,True,IPS Panel,256,0,2.7,Intel Core i7,Intel HD Graphics,1757.42
Dell,Notebook,15.6,16,Windows 10,2.06,3840,2160,True,Unknown,1000,0,2.8,Intel Core i7,Nvidia GTX,2399.0
Lenovo,Gaming,15.6,8,Windows 10,2.5,1920,1080,False,IPS Panel,128,1000,2.8,Intel Core i7,Nvidia GTX,1109.0
HP,Notebook,17.0,8,Windows 10,2.6,1600,900,False,Unknown,0,1000,3.0,AMD,AMD,520.9
Lenovo,Ultrabook,14.0,16,Windows 10,1.14,1920,1080,False,IPS Panel,512,0,2.7,Intel Core i7,Intel HD Graphics,2450.0
Asus,Gaming,15.6,8,No OS,2.5,1920,1080,False,IPS Panel,0,1000,2.8,Intel Core i7,Nvidia GTX,1169.0
Acer,Notebook,15.6,4,Windows 10,2.4,1366,768,False,Unknown,0,500,2.0,Intel Core i3,Intel HD Graphics,450.0
Lenovo,Notebook,14.0,4,Windows 10,1.43,1366,768,False,Unknown,32,0,1.6,Intel Other,Intel HD Graphics,274.0
Acer,Ultrabook,14.0,8,Windows 10,1.8,1920,1080,False,IPS Panel,256,0,2.5,Intel Core i5,Intel HD Graphics,919.0
Razer,Gaming,14.0,16,Windows 10,1.95,1920,1080,False,Unknown,256,0,2.8,Intel Core i7,Nvidia GTX,2599.0
Toshiba,Notebook,13.3,8,Windows 10,1.2,1920,1080,False,Unknown,256,0,2.3,Intel Core i5,Intel HD Graphics,1213.0
Lenovo,Ultrabook,12.5,8,Windows 10,1.36,1920,1080,False,IPS Panel,256,0,2.7,Intel Core i7,Intel HD Graphics,1584.0
Asus,Gaming,17.3,32,Windows 10,3.8,1920,1080,False,IPS Panel,512,0,2.7,Intel Core i7,Nvidia GTX,2799.0
Acer,Gaming,15.6,8,Linux,2.4,1920,1080,False,Unknown,0,1000,2.5,Intel Core i5,Nvidia GTX,709.0
Dell,Ultrabook,13.3,8,Windows 10,1.2,1920,1080,False,Unknown,256,0,1.6,Intel Core i5,Intel HD Graphics,1449.9
MSI,Gaming,15.6,8,Windows 10,2.2,1920,1080,False,Unknown,128,1000,2.8,Intel Core i7,Nvidia GTX,1191.8
HP,Notebook,15.6,4,No OS,1.86,1366,768,False,Unknown,0,500,2.0,Intel Core i3,Intel HD Graphics,364.9
Toshiba,Notebook,15.6,8,Windows 10,2.0,1920,1080,False,IPS Panel,0,500,2.5,Intel Core i5,Intel HD Graphics,1064.0
Dell,Notebook,15.6,8,Windows 10,2.2,1920,1080,False,Unknown,256,0,1.8,Intel Core i7,AMD,919.0
Dell,Notebook,15.6,16,Windows 10,2.2,1920,1080,False,Unknown,256,2000,1.8,Intel Core i7,AMD,1135.0
Lenovo,Gaming,15.6,8,Windows 10,3.31,1920,1080,False,IPS Panel,128,1000,2.6,Intel Core i7,Nvidia GTX,1196.0
Dell,Gaming,17.3,32,Windows 10,4.42,3840,2160,False,IPS Panel,512,1000,2.8,Intel Core i7,Nvidia GTX,3147.37
Dell,Notebook,14.0,8,Windows 10,1.56,1920,1080,False,Unknown,256,0,2.4,Intel Core i5,Intel HD Graphics,1229.0
Lenovo,Notebook,15.6,4,Windows 10,2.2,1366,768,False,Unknown,0,500,1.1,Intel Other,Intel HD Graphics,419.0
Lenovo,Notebook,15.6,4,Windows 10,2.2,1920,1080,False,Unknown,0,500,2.3,Intel Core i5,Intel HD Graphics,535.0
HP,Notebook,15.6,6,Windows 10,2.04,1920,1080,False,Unknown,0,1000,2.0,Intel Core i3,AMD,539.0
MSI,Gaming,17.3,8,Windows 10,2.7,1920,1080,False,Unknown,128,1000,2.8,Intel Core i7,Nvidia GTX,1486.77
Toshiba,Notebook,15.6,4,Windows 10,2.1,1366,768,False,Unknown,128,0,2.1,Intel Core i3,Intel HD Graphics,498.0
Dell,Notebook,15.6,8,Windows 10,2.06,1920,1080,False,Unknown,0,1000,2.5,Intel Core i5,Intel HD Graphics,955.0
HP,Notebook,15.6,8,Windows 10,2.1,1920,1080,False,Unknown,0,1000,2.7,Intel Core i7,AMD,745.0
Toshiba,Notebook,15.6,8,Windows 10,2.0,1920,1080,False,IPS Panel,256,0,2.5,Intel Core i5,Intel HD Graphics,1258.0
Acer,Notebook,15.6,4,Linux,2.1,1366,768,False,Unknown,128,0,2.0,Intel Core i3,Intel HD Graphics,412.0
Microsoft,Ultrabook,13.5,8,Windows 10 S,1.252,2256,1504,True,Unknown,256,0,2.8,Intel Core i7,Intel Iris,1867.85
Lenovo,Notebook,15.6,8,Windows 10,1.9,1920,1080,False,Unknown,128,1000,2.5,Intel Core i5,AMD,817.95
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.3,1920,1080,True,IPS Panel,256,0,2.5,Intel Core i5,Intel HD Graphics,1034.0
Lenovo,Notebook,15.6,4,Windows 10,2.2,1366,768,False,Unknown,128,0,2.2,AMD,AMD,349.0
HP,2 in 1 Convertible,14.0,4,Windows 10,1.63,1920,1080,True,IPS Panel,128,0,2.4,Intel Core i3,Nvidia GeForce,699.0
MSI,Gaming,15.6,16,Windows 10,2.4,1920,1080,False,Unknown,256,1000,2.8,Intel Core i7,Nvidia GTX,1294.0
Asus,Ultrabook,14.0,8,Windows 10,1.1,1920,1080,False,Unknown,256,0,2.5,Intel Core i5,Intel HD Graphics,1135.0
HP,2 in 1 Convertible,11.6,8,Chrome OS,1.4,1366,768,True,Unknown,64,0,1.1,Intel Other,Intel HD Graphics,495.0
LG,Ultrabook,15.6,8,Windows 10,1.09,1920,1080,False,IPS Panel,512,0,1.8,Intel Core i7,Intel HD Graphics,2299.0
Acer,Gaming,15.6,16,Windows 10,2.5,1920,1080,False,Unknown,256,0,2.5,Intel Core i5,Nvidia GTX,1299.0
MSI,Gaming,15.6,8,Windows 10,2.2,1920,1080,False,Unknown,256,0,2.5,Intel Core i5,Nvidia GTX,997.9
Asus,Notebook,15.6,4,Windows 10,1.86,1366,768,False,Unknown,128,0,1.1,Intel Other,Intel HD Graphics,419.0
Dell,Gaming,15.6,16,Windows 10,3.21,1920,1080,False,Unknown,128,1000,2.5,Intel Core i5,Nvidia GTX,2051.0
HP,Notebook,17.3,4,Windows 10,2.5,1920,1080,False,IPS Panel,256,0,2.0,Intel Core i3,AMD,699.0
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.19,1920,1080,True,IPS Panel,512,0,1.8,Intel Core i7,Intel HD Graphics,1499.0
Dell,Gaming,15.6,16,Windows 10,3.49,1920,1080,False,Unknown,256,1000,2.9,Intel Core i7,Nvidia GTX,2813.75
HP,Notebook,15.6,4,Windows 10,1.86,1366,768,False,Unknown,0,500,2.5,Intel Core i5,AMD,612.61
Dell,Notebook,15.6,4,Windows 10,2.2,1366,768,False,Unknown,0,1000,2.0,Intel Core i3,AMD,545.67
HP,Notebook,17.3,6,Windows 10,2.65,1920,1080,False,IPS Panel,0,2000,2.4,AMD,AMD,569.0
Lenovo,Notebook,15.6,4,Windows 10,2.1,1366,768,False,Unknown,0,500,1.6,Intel Other,Intel HD Graphics,318.0
Acer,Notebook,14.0,4,Chrome OS,1.45,1366,768,False,Unknown,32,0,1.6,Intel Other,Intel HD Graphics,375.0
Lenovo,Notebook,14.0,4,Windows 10,1.7,1920,1080,False,Unknown,256,0,2.5,Intel Core i5,Intel HD Graphics,699.0
HP,Workstation,17.3,8,Windows 10,3.14,1920,1080,False,Unknown,0,500,2.8,Intel Core i7,Nvidia Quadro,1907.99
Lenovo,2 in 1 Convertible,14.0,8,Windows 10,1.42,2560,1440,True,Unknown,256,0,2.7,Intel Core i7,Intel HD Graphics,2590.0
Toshiba,Notebook,13.3,8,Windows 10,1.5,1920,1080,False,IPS Panel,256,0,2.5,Intel Core i5,Intel HD Graphics,973.0
Acer,Netbook,11.6,4,Windows 10,1.4,1366,768,False,Unknown,32,0,1.6,Intel Other,Intel HD Graphics,269.0
Lenovo,2 in 1 Convertible,14.0,16,Windows 10,1.38,1920,1080,True,Unknown,512,0,2.7,Intel Core i7,Intel HD Graphics,1749.0
Asus,2 in 1 Convertible,12.5,4,Chrome OS,1.2,1920,1080,True,Unknown,64,0,0.9,Intel Other,Intel HD Graphics,669.0
Toshiba,Ultrabook,13.3,16,Windows 10,1.36,1920,1080,True,Unknown,512,0,2.5,Intel Core i7,Intel HD Graphics,1877.0
HP,Notebook,15.6,4,Windows 10,2.1,1920,1080,False,IPS Panel,0,500,2.7,Intel Core i7,AMD,689.0
Dell,Gaming,15.6,8,Windows 10,2.56,1920,1080,False,Unknown,0,1000,2.5,Intel Core i5,Nvidia GTX,819.0
Lenovo,Notebook,15.6,4,Windows 10,2.2,1920,1080,False,Unknown,256,0,2.9,AMD,AMD,399.0
Lenovo,Notebook,15.6,8,Windows 10,2.2,1366,768,False,Unknown,0,1000,3.6,AMD,AMD,429.0
Lenovo,Notebook,15.6,4,Windows 10,2.1,1920,1080,False,Unknown,0,1000,2.5,Intel Core i5,Intel HD Graphics,621.45
Lenovo,Notebook,15.6,4,No OS,1.9,1366,768,False,Unknown,0,500,2.0,Intel Core i3,Intel HD Graphics,450.0
Dell,Notebook,15.6,8,Windows 10,2.18,1920,1080,False,Unknown,256,0,2.5,Intel Core i5,Intel HD Graphics,795.0
Acer,2 in 1 Convertible,13.3,8,Windows 10,1.6,1920,1080,True,IPS Panel,256,0,1.6,Intel Core i5,Intel HD Graphics,999.0
Lenovo,Workstation,15.6,16,Windows 7,2.18,1920,1080,False,Unknown,512,0,2.5,Intel Core i7,Nvidia Quadro,1855.0
Lenovo,Notebook,14.0,8,Windows 10,1.8,1920,1080,False,Unknown,256,0,2.3,Intel Core i5,Intel HD Graphics,1191.0
HP,Notebook,17.3,6,Windows 10,2.71,1920,1080,False,IPS Panel,0,2000,2.5,AMD,AMD,655.01
Lenovo,Gaming,15.6,8,Windows 10,2.5,1920,1080,False,IPS Panel,128,1000,2.8,Intel Core i7,Nvidia GTX,1249.0
Dell,Notebook,14.0,8,Linux,1.64,1920,1080,False,Unknown,256,0,2.8,Intel Core i5,Nvidia GeForce,1089.0
Dell,Notebook,15.6,8,Linux,1.98,1920,1080,False,Unknown,0,1000,2.5,Intel Core i5,Intel HD Graphics,726.0
Asus,Notebook,14.0,4,Windows 10,1.5,1920,1080,False,Unknown,32,0,1.1,Intel Other,Intel HD Graphics,298.0
Dell,Notebook,15.6,16,Windows 10,1.93,1920,1080,False,Unknown,512,0,2.6,Intel Core i5,Intel HD Graphics,1426.66
Lenovo,Notebook,14.0,8,Windows 10,1.87,1920,1080,False,IPS Panel,256,0,2.5,Intel Core i5,Nvidia GeForce,857.07
Dell,Notebook,15.6,8,Windows 10,1.9,1920,1080,False,Unknown,256,0,2.6,Intel Core i5,Intel HD Graphics,1179.0
Lenovo,Notebook,15.6,4,Windows 10,2.19,1366,768,False,Unknown,0,500,2.0,AMD,AMD,298.0
Mediacom,Notebook,14.0,4,Windows 10,1.4,1920,1200,False,IPS Panel,0,32,1.92,Intel Other,Intel HD Graphics,265.0
HP,Notebook,17.3,8,Windows 10,2.63,1920,1080,False,Unknown,256,0,2.7,Intel Core i7,Nvidia GeForce,1200.0
Lenovo,Ultrabook,14.0,8,Windows 10,1.17,2560,1440,False,IPS Panel,512,0,2.5,Intel Core i7,Intel HD Graphics,1686.64
HP,2 in 1 Convertible,13.3,8,Windows 10,1.58,1366,768,True,IPS Panel,256,0,2.5,Intel Core i5,Intel HD Graphics,836.6
Lenovo,Ultrabook,14.0,8,Windows 10,1.32,1920,1080,False,IPS Panel,256,0,2.5,Intel Core i5,Intel HD Graphics,1499.0
Dell,Gaming,17.3,32,Windows 10,4.36,3840,2160,False,Unknown,1000,1000,2.8,Intel Core i7,Nvidia GTX,3659.4
MSI,Gaming,17.3,8,Windows 10,2.7,1920,1080,False,Unknown,128,1000,2.8,Intel Core i7,Nvidia GTX,1348.48
Lenovo,Notebook,15.6,4,No OS,1.9,1366,768,False,Unknown,0,1000,2.5,Intel Core i5,Intel HD Graphics,489.9
Dell,Notebook,15.6,8,Windows 10,2.2,1920,1080,False,Unknown,128,1000,1.6,Intel Core i5,AMD,719.0
Dell,2 in 1 Convertible,13.3,4,Windows 10,1.71,1920,1080,True,Unknown,0,1000,2.4,Intel Core i3,Intel HD Graphics,649.0
Dell,Notebook,15.6,8,Linux,2.32,1366,768,False,Unknown,0,1000,2.5,Intel Core i5,AMD,589.52
HP,Notebook,15.6,4,Windows 10,2.1,1920,1080,False,Unknown,0,1000,3.0,AMD,AMD,489.0
Acer,Gaming,17.3,16,Windows 10,4.2,1920,1080,False,IPS Panel,128,1000,2.6,Intel Core i7,Nvidia GTX,1935.0
Dell,Notebook,15.6,12,Windows 10,2.25,1366,768,False,Unknown,0,1000,2.5,Intel Core i5,Intel HD Graphics,649.0
HP,Notebook,15.6,6,Windows 10,2.1,1920,1080,False,Unknown,128,1000,3.0,AMD,AMD,650.0
Acer,Notebook,15.6,4,Windows 10,2.4,1366,768,False,Unknown,0,500,2.5,Intel Core i5,Intel HD Graphics,559.0
Lenovo,Notebook,13.3,8,Windows 10,1.44,1920,1080,False,IPS Panel,256,0,2.5,Intel Core i5,Intel HD Graphics,960.0
Lenovo,Notebook,15.6,4,Windows 10,1.85,1920,1080,False,Unknown,0,1000,2.7,Intel Core i7,Intel HD Graphics,779.0
HP,Workstation,15.6,16,Windows 10,2.6,1920,1080,False,Unknown,256,0,2.8,Intel Core i7,Nvidia Quadro,2419.0
Dell,2 in 1 Convertible,13.3,8,Windows 10,1.55,1920,1080,True,Unknown,0,1000,1.6,Intel Core i5,Intel HD Graphics,659.0
MSI,Gaming,15.6,16,Windows 10,1.8,1920,1080,False,Unknown,256,1000,2.8,Intel Core i7,Nvidia GTX,2094.48
Acer,Notebook,15.6,4,Windows 10,2.4,1366,768,False,Unknown,0,500,2.0,Intel Core i3,Intel HD Graphics,410.8
Dell,Notebook,15.6,8,Windows 10,2.0,1920,1080,False,Unknown,128,1000,2.7,Intel Core i7,Nvidia GeForce,1207.0
Dell,Notebook,15.6,8,Windows 10,2.0,1366,768,False,Unknown,256,0,2.0,Intel Core i3,Intel HD Graphics,665.0
Toshiba,Notebook,14.0,8,Windows 10,1.25,1920,1080,True,IPS Panel,256,0,2.5,Intel Core i5,Intel HD Graphics,1535.0
Lenovo,2 in 1 Convertible,14.0,8,Windows 10,1.7,1920,1080,True,Unknown,256,0,2.5,Intel Core i5,Intel HD Graphics,999.0
Lenovo,Workstation,15.6,16,Windows 10,2.5,3840,2160,False,IPS Panel,1000,0,2.8,Intel Core i7,Nvidia Quadro,3299.0
Acer,Notebook,14.0,2,Chrome OS,1.68,1366,768,False,Unknown,32,0,1.6,Intel Other,Intel HD Graphics,330.0
Samsung,Ultrabook,13.3,16,Windows 10,0.81,1920,1080,False,Unknown,256,0,2.7,Intel Core i7,Intel HD Graphics,1649.0
HP,Notebook,15.6,8,Windows 10,1.86,1920,1080,False,Unknown,256,0,2.0,Intel Core i3,Intel HD Graphics,539.0
Dell,Notebook,14.0,8,Windows 10,1.6,1366,768,False,Unknown,256,0,2.5,Intel Core i5,Intel HD Graphics,1126.71
HP,Workstation,17.3,16,Windows 7,3.0,1920,1080,False,IPS Panel,256,0,2.9,Intel Other,Nvidia Quadro,4389.0
Lenovo,Netbook,11.6,4,Windows 10,1.4,1366,768,True,Unknown,128,0,1.6,Intel Other,Intel HD Graphics,475.0
HP,Notebook,15.6,8,Windows 10,1.84,1920,1080,False,Unknown,256,0,2.4,Intel Core i5,Intel HD Graphics,1900.0
Asus,Notebook,15.6,4,No OS,2.45,1366,768,False,Unknown,0,1000,2.3,Intel Core i5,Nvidia GTX,579.0
Lenovo,Ultrabook,14.0,4,Windows 10,1.7,1920,1080,False,Unknown,180,0,2.3,Intel Core i5,Intel HD Graphics,1096.0
Asus,Notebook,15.6,4,Windows 10,2.37,1366,768,False,Unknown,256,0,2.7,Intel Core i7,Intel HD Graphics,849.9
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.3,3200,1800,True,IPS Panel,256,0,1.8,Intel Core i5,Intel HD Graphics,1199.0
HP,Notebook,15.6,8,Windows 10,2.2,1920,1080,False,IPS Panel,128,1000,2.5,Intel Core i5,Nvidia GTX,1099.0
HP,Workstation,15.6,8,Windows 7,2.59,1920,1080,False,Unknown,256,0,2.6,Intel Core i7,Nvidia Quadro,1561.0
Dell,Gaming,15.6,16,Windows 10,4.42,3840,2160,False,IPS Panel,256,1000,2.8,Intel Core i7,Nvidia GTX,2868.99
Acer,Notebook,15.6,4,Windows 10,2.1,1366,768,False,Unknown,256,0,2.5,Intel Core i5,Intel HD Graphics,599.0
Lenovo,Gaming,15.6,8,Windows 10,2.5,1920,1080,False,IPS Panel,128,1000,2.8,Intel Core i7,Nvidia GTX,1048.0
Dell,Ultrabook,12.5,16,Windows 10,1.18,1920,1080,False,Unknown,256,0,2.8,Intel Core i7,Intel HD Graphics,1859.0
Google,Ultrabook,12.3,8,Chrome OS,1.1,2400,1600,True,Unknown,256,0,1.2,Intel Core i5,Intel HD Graphics,1559.0
Asus,Ultrabook,13.3,8,Windows 10,1.2,3200,1800,False,IPS Panel,256,0,2.5,Intel Core i5,Intel HD Graphics,1129.0
Dell,Notebook,13.3,4,Windows 10,1.65,1366,768,False,Unknown,0,500,2.0,Intel Core i3,Intel HD Graphics,849.0
Acer,Notebook,13.3,4,Windows 10,1.6,1366,768,False,Unknown,128,0,2.3,Intel Core i5,Intel HD Graphics,655.0
Asus,Notebook,17.3,4,Windows 10,2.8,1366,768,False,Unknown,0,1000,1.1,Intel Other,Nvidia GeForce,470.34
Dell,Gaming,15.6,16,Windows 10,2.72,3840,2160,True,IPS Panel,128,1000,2.6,Intel Core i7,Nvidia GTX,1099.0
Samsung,Ultrabook,13.3,8,Windows 10,1.31,1920,1080,True,Unknown,256,0,2.7,Intel Core i7,Intel HD Graphics,1599.0
Acer,Notebook,15.6,4,Linux,2.1,1366,768,False,Unknown,0,1000,1.1,Intel Other,Intel HD Graphics,298.0
Dell,Notebook,15.6,16,Windows 10,2.3,1920,1080,False,Unknown,256,0,2.7,Intel Core i7,AMD,1181.27
Samsung,2 in 1 Convertible,15.0,16,Windows 10,1.71,1920,1080,True,Unknown,256,0,2.7,Intel Core i7,AMD,1799.0
Toshiba,Notebook,14.0,4,Windows 10,1.75,1366,768,False,IPS Panel,128,0,2.3,Intel Core i5,Intel HD Graphics,1020.0
Dell,Gaming,15.6,8,Windows 10,2.62,1920,1080,False,Unknown,0,1000,2.8,Intel Core i7,Nvidia GTX,1099.0
HP,Ultrabook,12.5,4,Windows 10,1.26,1366,768,False,Unknown,256,0,2.3,Intel Core i5,Intel HD Graphics,1244.0
Asus,2 in 1 Convertible,15.6,12,Windows 10,2.3,1920,1080,True,Unknown,0,2000,2.7,Intel Core i7,Nvidia GeForce,839.0
Lenovo,Notebook,15.6,16,Windows 7,2.5,3840,2160,False,Unknown,512,0,2.7,Intel Core i7,Nvidia Quadro,2370.0
Acer,Notebook,14.0,4,Windows 10,1.8,1920,1080,False,IPS Panel,128,0,2.4,Intel Core i3,Intel HD Graphics,636.0
Razer,Gaming,14.0,16,Windows 10,1.95,1920,1080,False,Unknown,512,0,2.8,Intel Core i7,Nvidia GTX,2899.0
Asus,Notebook,15.6,8,Windows 10,2.0,1920,1080,False,Unknown,128,0,1.1,Intel Other,Intel HD Graphics,581.9
Dell,Gaming,17.3,32,Windows 10,4.42,1920,1080,False,IPS Panel,1000,1000,2.8,Intel Core i7,Nvidia GTX,3588.8
Asus,Gaming,17.3,16,Windows 10,4.3,1920,1080,False,IPS Panel,256,1000,2.6,Intel Core i7,Nvidia GTX,2350.0
Toshiba,Ultrabook,14.0,16,Windows 10,1.47,1920,1080,False,IPS Panel,512,0,2.6,Intel Core i7,Nvidia GeForce,1764.0
Lenovo,Notebook,15.6,8,No OS,2.2,1366,768,False,Unknown,0,1000,1.6,Intel Other,Intel HD Graphics,329.0
Lenovo,Ultrabook,14.0,16,Windows 10,1.7,1920,1080,False,Unknown,512,0,2.7,Intel Core i7,Intel HD Graphics,2299.0
MSI,Gaming,14.0,16,Windows 10,1.6,1920,1080,False,IPS Panel,256,1000,2.8,Intel Core i7,Nvidia GTX,1891.0
MSI,Gaming,15.6,8,Windows 10,2.2,1920,1080,False,Unknown,128,1000,2.5,Intel Core i5,Nvidia GTX,1089.0
Lenovo,Gaming,15.6,4,Windows 10,2.4,1920,1080,False,IPS Panel,0,1000,2.8,Intel Core i7,Nvidia GTX,999.0
Acer,Gaming,17.3,16,Windows 10,4.2,1920,1080,False,IPS Panel,256,1000,2.8,Intel Core i7,Nvidia GTX,2299.0
Dell,Gaming,15.6,8,Windows 10,2.62,1920,1080,False,Unknown,256,0,2.5,Intel Core i5,Nvidia GTX,985.0
Asus,Gaming,15.6,8,Windows 10,2.24,1920,1080,False,Unknown,128,1000,2.8,Intel Core i7,Nvidia GTX,1339.0
Vero,Notebook,14.0,4,Windows 10,1.22,1920,1080,False,Unknown,32,0,1.1,Intel Other,Intel HD Graphics,202.9
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,1920,1080,True,IPS Panel,512,0,2.7,Intel Core i7,Intel HD Graphics,1970.0
Lenovo,2 in 1 Convertible,15.6,8,Windows 10,2.08,1920,1080,True,Unknown,256,0,2.5,Intel Core i5,AMD,959.0
Apple,Ultrabook,12.0,8,Mac OS X,0.92,2304,1440,False,IPS Panel Retina Display,512,0,1.2,Intel Other,Intel HD Graphics,1165.0
Lenovo,2 in 1 Convertible,14.0,8,Windows 10,1.42,2560,1440,True,IPS Panel,256,0,2.5,Intel Core i5,Intel HD Graphics,2330.0
Asus,Notebook,14.0,4,Windows 10,1.63,1366,768,False,Unknown,32,0,1.1,Intel Other,Intel HD Graphics,299.0
Dell,Notebook,15.6,8,Windows 10,1.95,1366,768,False,Unknown,128,0,2.5,Intel Core i5,Intel HD Graphics,810.0
Lenovo,2 in 1 Convertible,13.9,8,Windows 10,1.38,1920,1080,True,IPS Panel,256,0,2.7,Intel Core i7,Intel HD Graphics,1349.0
Dell,Notebook,15.6,8,Windows 10,2.0,1920,1080,False,Unknown,256,0,2.0,Intel Core i3,AMD,739.0
HP,Workstation,15.6,8,Windows 10,3.14,1920,1080,False,Unknown,256,0,2.8,Intel Core i7,Nvidia Quadro,2064.9
Asus,Notebook,15.6,8,Windows 10,2.37,1920,1080,False,Unknown,256,0,2.5,Intel Core i5,Intel HD Graphics,1099.0
Dell,Ultrabook,13.3,8,Windows 10,1.29,1920,1080,False,Unknown,256,0,2.5,Intel Core i5,Intel HD Graphics,1499.0
Dell,Notebook,15.6,8,Windows 10,2.06,3840,2160,True,Unknown,256,0,2.5,Intel Core i5,Nvidia GTX,1749.0
Dell,Netbook,11.6,4,Windows 10,1.63,1366,768,False,Unknown,128,0,1.1,Intel Other,Intel HD Graphics,744.0
HP,Netbook,12.5,8,Windows 10,1.26,1366,768,False,Unknown,256,0,2.6,Intel Core i5,Intel HD Graphics,1389.0
Toshiba,Notebook,15.6,4,Windows 10,2.1,1366,768,False,Unknown,0,500,2.3,Intel Core i5,Intel HD Graphics,780.0
HP,Notebook,15.6,8,Windows 10,2.04,1366,768,False,Unknown,0,2000,2.5,AMD,AMD,629.0
